id	url
703	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sk.svg
704	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/vn.svg
705	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/si.svg
706	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/so.svg
710	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/za.svg
716	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/zw.svg
724	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/es.svg
728	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ss.svg
729	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sd.svg
732	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/eh.svg
740	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sr.svg
744	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sj.svg
748	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sz.svg
752	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/se.svg
756	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ch.svg
760	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sy.svg
762	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tj.svg
764	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/th.svg
768	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tg.svg
772	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tk.svg
776	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/to.svg
780	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tt.svg
784	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ae.svg
788	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tn.svg
792	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tr.svg
795	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tm.svg
796	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tc.svg
798	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tv.svg
800	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ug.svg
804	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ua.svg
807	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/mk.svg
818	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/eg.svg
826	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/uk.svg
831	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/gg.svg
832	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/je.svg
833	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/im.svg
834	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tz.svg
840	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/us.svg
850	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/vi.svg
854	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/bf.svg
858	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/uy.svg
860	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/uz.svg
862	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ve.svg
876	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/wf.svg
882	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ws.svg
887	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ye.svg
894	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/zm.svg
